freq_cyc_per_px,mtf
0,1
0.0625,0.534304469081457
0.125,0.246876633076962
0.1875,0.156123997765932
0.25,0.161196303938732
0.3125,0.146033022880305
0.375,0.141526134340161
0.4375,0.193472247115719
0.5,0.20268546881541
