esf_x_px,esf,lsf_x_px,lsf
-104.875,0.310574595055414,-104.75,0.00253708439897693
-103.875,0.311208866155158,-103.75,0.00268712702472307
-102.875,0.311880647911339,-102.75,0.0029053708439899
-101.875,0.312606990622336,-101.75,0.000954816709292317
-100.875,0.312845694799659,-100.75,0.000654731457800484
-99.875,0.313009377664109,-99.75,0.000300085251491833
-98.875,0.313084398976982,-98.75,0.00207331628303509
-97.875,0.313602728047741,-97.75,0.00175959079283872
-96.875,0.314042625745951,-96.75,0.00162318840579712
-95.875,0.3144484228474,-95.75,0.0016095481670928
-94.875,0.314850809889173,-94.75,0.00167774936061393
-93.875,0.315270247229327,-93.75,-0.000109121909633636
-92.875,0.315242966751918,-92.75,0.00016368286445001
-91.875,0.315283887468031,-91.75,0.000354646206308651
-90.875,0.315372549019608,-90.75,0.00203239556692236
-89.875,0.315880647911338,-89.75,0.00203239556692236
-88.875,0.316388746803069,-88.75,0.00203239556692258
-87.875,0.3168968456948,-87.75,0.00207331628303487
-86.875,0.317415174765558,-86.75,0.00197783461210577
-85.875,0.317909633418585,-85.75,0.000572890025575701
-84.875,0.318052855924979,-84.75,0.000872975277067312
-83.875,0.318271099744246,-83.75,0.000736572890025267
-82.875,0.318455242966752,-82.75,0.00121398124467187
-81.875,0.31875873827792,-81.75,0.00175959079283872
-80.875,0.31919863597613,-80.75,0.00207331628303531
-79.875,0.319716965046888,-79.75,0.00199147485080964
-78.875,0.320214833759591,-78.75,0.00180051150895144
-77.875,0.320664961636829,-77.75,0.00121398124467187
-76.875,0.320968456947997,-76.75,0.000982097186700726
-75.875,0.321213981244672,-75.75,0.000777493606137991
-74.875,0.321408354646206,-74.75,0.00203239556692258
-73.875,0.321916453537937,-73.75,0.00267348678601875
-72.875,0.322584825234442,-72.75,0.00310997442455241
-71.875,0.32336231884058,-71.75,0.00309633418584809
-70.875,0.324136402387042,-70.75,0.0029462915601024
-69.875,0.324872975277067,-69.75,0.00121398124467165
-68.875,0.325176470588235,-68.75,0.000231884057971143
-67.875,0.325234441602728,-67.75,-0.000572890025575257
-66.875,0.325091219096334,-66.75,0.00111849957374255
-65.875,0.32537084398977,-65.75,0.000286445012787517
-64.875,0.325442455242967,-64.75,0.000518329070758661
-63.875,0.325572037510656,-63.75,0.00170502983802212
-62.875,0.325998294970162,-62.75,0.00207331628303509
-61.875,0.326516624040921,-61.75,-0.000245524296675237
-60.875,0.326455242966752,-60.75,0.000763853367433898
-59.875,0.32664620630861,-59.75,0.00155498721227643
-58.875,0.32703495311168,-58.75,0.0016095481670928
-57.875,0.327437340153453,-57.75,0.00170502983802212
-56.875,0.327863597612958,-56.75,0.00240068201193511
-55.875,0.328463768115942,-55.75,0.00240068201193533
-54.875,0.329063938618926,-54.75,0.00163682864450121
-53.875,0.329473145780051,-53.75,0.000872975277067312
-52.875,0.329691389599318,-52.75,0.000600170502983888
-51.875,0.329841432225064,-51.75,2.7280477408409e-05
-50.875,0.329848252344416,-50.75,0.00129582267689687
-49.875,0.33017220801364,-49.75,0.00140494458653007
-48.875,0.330523444160273,-48.75,0.00156862745098052
-47.875,0.330915601023018,-47.75,0.00163682864450121
-46.875,0.331324808184143,-46.75,0.0015140664961637
-45.875,0.331703324808184,-45.75,0.000218243819266828
-44.875,0.331757885763001,-44.75,0.000982097186700726
-43.875,0.332003410059676,-43.75,0.0015277067348678
-42.875,0.332385336743393,-42.75,0.00248252344416033
-41.875,0.333005967604433,-41.75,0.00291901108269377
-40.875,0.333735720375107,NaN,NaN
