freq_cyc_per_px,mtf
0,1
0.0625,1.10081267163441
0.125,1.11187056597401
0.1875,0.997966035416238
0.25,0.775596821511624
0.3125,0.55365562466803
0.375,0.392019983748882
0.4375,0.2702688833136
0.5,0.204929900148862
