freq_cyc_per_px,mtf
0,1
0.0625,0.618919581772962
0.125,0.330657006936653
0.1875,0.180520663561841
0.25,0.151479078630031
0.3125,0.129594890990577
0.375,0.0806804059023488
0.4375,0.0426914610733133
0.5,0.0254913594130561
