freq_cyc_per_px,mtf
0,1
0.0625,0.484470308359269
0.125,0.164743783902112
0.1875,0.0375814912001375
0.25,0.0462012929378801
0.3125,0.0605676700677639
0.375,0.0754962360475111
0.4375,0.0608936276098772
0.5,0.0442431299010083
